,City,County,City Latitude,City Longitude,Population,Median Income,Acute Care Beds,WithinFiveMiles,WithinTenMiles,WithinTwentyMiles,WithinFiftyMiles,WithinHundredMiles,DistanceToNearestHospital,BedsPer1000
482,Tarrytown,Westchester County,32.309128,-82.52255,338,27708,0,0,0,1,10,48,11.017620294339732,0.0
483,Tate,Washington County,34.418116,-84.38462,1427,36202,0,1,1,2,40,65,4.093844639328918,0.0
484,Taylorsville,Salt Lake County,34.113826,-84.97274,2971,24628,0,0,0,5,37,64,11.857931071326396,0.0
485,Temple,Montgomery County,33.76324,-85.02667,19109,26907,0,0,1,5,33,65,6.45852707554031,0.0
486,Tennga,Murray County,34.981449,-84.735233,40,28971,0,0,0,2,7,53,14.152692054189906,0.0
487,Tennille,Washington County,32.89115,-82.82775,4695,21113,0,0,1,1,10,47,7.349838067481912,0.0
488,The Rock,Washington County,32.995865,-84.25092,639,17227,0,0,1,3,21,72,9.074765572920382,0.0
489,Tiger,Montgomery County,34.846806,-83.48178,2310,22466,0,0,0,3,8,49,16.911393076771,0.0
490,Tignall,Wilkes County,33.912362,-82.6684,1452,19680,0,0,0,1,8,57,18.21868747345879,0.0
491,Toomsboro,Wilkinson County,32.801223,-83.06671,959,17121,0,0,0,0,15,58,20.325663184735845,0.0
492,Townsend,Middlesex County,31.547411999999998,-81.3862,7900,27430,0,0,0,0,5,19,23.769979472241832,0.0
493,Trenton,Mercer County,34.895625,-85.52702,8463,25761,0,0,0,1,6,30,15.346734589120604,0.0
494,Trion,Chattooga County,34.558403999999996,-85.30301,7330,22940,0,0,0,0,9,51,20.369031271334894,0.0
495,Tunnel Hill,Johnson County,34.85973,-85.03867,8813,25581,0,0,1,3,9,50,5.699565055233397,0.0
496,Twin City,Jackson County,32.547214000000004,-82.17048,5085,18584,0,0,0,2,9,37,10.776912038745271,0.0
497,Ty Ty,Tift County,31.47387,-83.66484,1781,20161,0,0,0,2,16,32,10.25869854983,0.0
498,Tybee Island,Chatham County,32.006671999999995,-80.84937,3583,42413,0,0,0,2,4,15,14.149199408966252,0.0
499,Tyrone,Fayette County,33.48012,-84.58724000000002,8677,40398,0,1,1,5,40,74,4.943511828724929,0.0
500,Unadilla,Otsego County,32.24473,-83.72075,4353,21571,0,0,0,4,14,51,14.302791059675599,0.0
501,Union City,Alameda County,33.58087800000001,-84.54611,21399,24219,0,0,2,14,44,75,9.024856474787082,0.0
502,Union Point,Tulsa County,33.652489,-83.08856999999998,3429,18477,0,0,0,1,12,73,14.749626964729803,0.0
503,Upatoi,Muscogee County,32.557718,-84.73957,956,48500,0,0,0,2,7,57,12.453101910516544,0.0
504,Uvalda,Montgomery County,32.03096,-82.48796999999998,2445,26115,0,0,0,2,10,41,13.887099369761863,0.0
505,Varnell,Whitfield County,34.9298,-84.988536,138,18846,0,0,1,3,8,50,9.640669703450904,0.0
506,Waco,McLennan County,33.658254,-85.23496999999998,2498,19109,0,0,0,2,19,60,11.091329737850645,0.0
507,Wadley,Bowie County,32.872098,-82.4023,2911,16288,0,0,0,1,12,41,19.515177081366502,0.0
508,Waleska,Cherokee County,34.332315,-84.57700000000001,6279,29380,0,0,1,3,41,67,9.502991057971974,0.0
509,Warrenton,Fauquier County,33.399555,-82.65655,4205,19797,0,0,0,1,10,54,12.34251419838537,0.0
510,Warthen,Washington County,33.125097,-82.81018,1217,27788,0,0,1,1,8,55,8.909023342039267,0.0
511,Warwick,Kent County,31.782465999999996,-83.86973,1130,18021,0,0,0,2,14,38,14.41108924857351,0.0
512,Watkinsville,Oconee County,33.849286,-83.41232,18337,37228,0,0,0,2,22,75,19.596449641733116,0.0
513,Waverly,Bremer County,31.066478999999998,-81.62656,2008,28592,0,0,0,2,4,19,11.27954682447135,0.0
514,Waverly Hall,Harris County,32.698622,-84.71552,3556,26310,0,0,0,2,9,64,13.275660767038891,0.0
515,Waynesville,Haywood County,31.144634999999997,-81.83010999999998,4839,18019,0,0,0,0,5,22,20.585745538299292,0.0
516,West Green,Athens County,31.631943,-82.71829,842,23750,0,0,0,2,13,46,11.992067322436613,0.0
517,West Point,Orange County,32.867469,-85.13779,7188,25285,0,0,0,1,8,56,12.167765561155367,0.0
518,Weston,Broward County,31.973540999999997,-84.62522,274,17973,0,0,0,0,7,34,22.631772000664565,0.0
519,White,Montgomery County,34.236128,-84.72539,6612,27879,0,1,1,2,39,67,4.63018895271005,0.0
520,White Oak,Allegheny County,31.003384999999998,-81.79512,685,19242,0,0,0,1,4,22,18.687047512804885,0.0
521,White Plains,Westchester County,33.46171,-83.05852,1242,21266,0,0,0,1,10,74,10.694277704297447,0.0
522,Whitesburg,Letcher County,33.517697999999996,-84.91725,4160,22486,0,0,1,5,32,69,9.74953726962729,0.0
523,Wildwood,Cape May County,34.954188,-85.43231999999998,2128,21163,0,0,1,1,5,31,9.566550472251713,0.0
524,Willacoochee,Atkinson County,31.37516500000001,-83.01949,3404,22500,0,0,0,2,13,36,13.091058146388514,0.0
525,Williamson,Wayne County,33.169646,-84.37168,5772,27884,0,0,1,2,32,75,7.722422116028866,0.0
526,Winston,Cleveland County,33.670405,-84.83809000000002,7918,35529,0,0,2,5,39,71,6.827236534619816,0.0
527,Winterville,Pitt County,33.954046999999996,-83.2673,6601,23920,0,0,0,0,15,71,21.612300257091313,0.0
528,Woodbine,Tulsa County,30.915778000000003,-81.67924000000002,5831,28438,0,0,0,1,4,16,10.04124816947496,0.0
529,Woodbury,Orange County,32.973728,-84.5903,2948,18898,0,0,1,2,13,71,7.936232536612993,0.0
530,Woodland,Yolo County,32.797475,-84.54095,849,23859,0,0,0,2,14,70,10.419151420934451,0.0
531,Woodstock,Ulster County,34.108027,-84.4843,101721,39541,0,0,2,13,44,69,8.423722485089108,0.0
532,Wray,Yuma County,31.621764000000002,-83.05502,843,23705,0,0,0,3,13,41,11.644586406430935,0.0
533,Wrens,Jefferson County,33.200325,-82.37625,3065,18634,0,0,0,0,8,40,23.397404028231854,0.0
534,Wrightsville,New Hanover County,32.71732,-82.68926,7046,20232,0,0,0,0,8,46,20.327050016876616,0.0
535,Yatesville,Lawrence County,32.912207,-84.14811999999998,1656,27000,0,0,0,2,18,74,11.117247241030228,0.0
536,Young Harris,Towns County,34.954638,-83.86484,5038,15867,0,0,2,2,8,54,6.330751591380367,0.0
537,Zebulon,Wake County,33.101704999999995,-84.31251999999998,4352,31654,0,0,1,2,29,74,9.838702330350978,0.0
538,Alpharetta,Fulton County,34.080034999999995,-84.21929,189192,51690,118,1,5,14,41,73,2.639779026960968,0.6237050192397141
539,Saint Marys,Jasper County,30.761081,-81.56912,21307,29862,40,1,1,1,2,13,3.059934395376641,1.8773173135589243
540,Lagrange,Troup County,33.036715,-84.98895,54380,23961,542,1,1,1,11,63,4.064631435341222,9.9668995954395
541,Roswell,Chaves County,33.844371,-84.47405,99770,42613,249,0,15,23,46,77,5.139200730369802,2.495740202465671
